id,slug,name,description,summary,displayInCharacterSheet
1874,spellcasting-paladin,Paladin Spellcasting,Spellcasting ability for Paladin,,false
1877,spellcasting-ranger,Ranger Spellcasting,Spellcasting ability for Ranger,,false
1880,spellcasting-wizard,Wizard Spellcasting,Spellcasting ability for Wizard,,false
1883,class-mechanics,Class Mechanics,"Base mechanical properties for classes (hit die, BAB, saving throws, skill points)",,false
1886,race-mechanics,Race Mechanics,"Base mechanical properties for races (size, speed, favored class, level adjustment)",,false
1889,spellcasting-spells-known-bard,Bard Spells Known,Spells known progression for Bard,,false
1892,class-21-skills,Fighter Class Skills,Class skills for Fighter,,true
1895,class-22-skills,Monk Class Skills,Class skills for Monk,,true
1898,class-25-skills,Rogue Class Skills,Class skills for Rogue,,true
1901,class-26-skills,Sorcerer Class Skills,Class skills for Sorcerer,,true
1904,class-19-skills,Cleric Class Skills,Class skills for Cleric,,true
1907,class-20-skills,Druid Class Skills,Class skills for Druid,,true
1910,class-23-skills,Paladin Class Skills,Class skills for Paladin,,true
1913,class-24-skills,Ranger Class Skills,Class skills for Ranger,,true
1916,class-27-skills,Wizard Class Skills,Class skills for Wizard,,true
1919,class-21-proficiencies,Fighter Proficiencies,Proficiencies for Fighter,,true
1922,class-22-proficiencies,Monk Proficiencies,Proficiencies for Monk,,true
1925,class-25-proficiencies,Rogue Proficiencies,Proficiencies for Rogue,,true
1928,class-26-proficiencies,Sorcerer Proficiencies,Proficiencies for Sorcerer,,true
1931,class-19-proficiencies,Cleric Proficiencies,Proficiencies for Cleric,,true
1934,class-20-proficiencies,Druid Proficiencies,Proficiencies for Druid,,true
1937,class-23-proficiencies,Paladin Proficiencies,Proficiencies for Paladin,,true
1940,class-24-proficiencies,Ranger Proficiencies,Proficiencies for Ranger,,true
1943,class-27-proficiencies,Wizard Proficiencies,Proficiencies for Wizard,,true
1946,race-3-automatic-languages,Elf Automatic Languages,Automatic languages for Elf,,true
1949,race-4-automatic-languages,Gnome Automatic Languages,Automatic languages for Gnome,,true
1952,race-5-automatic-languages,Half-Elf Automatic Languages,Automatic languages for Half-Elf,,true
1955,race-6-automatic-languages,Half-Orc Automatic Languages,Automatic languages for Half-Orc,,true
1958,race-7-automatic-languages,Halfling Automatic Languages,Automatic languages for Halfling,,true
1961,race-9-automatic-languages,Tiefling Automatic Languages,Automatic languages for Tiefling,,true
1964,race-12-automatic-languages,Catfolk Automatic Languages,Automatic languages for Catfolk,,true
1967,race-1-automatic-languages,Human Automatic Languages,Automatic languages for Human,,true
1970,race-2-automatic-languages,Dwarf Automatic Languages,Automatic languages for Dwarf,,true
1973,race-3-bonus-languages,Elf Bonus Languages,Bonus languages for Elf,,true
1976,race-4-bonus-languages,Gnome Bonus Languages,Bonus languages for Gnome,,true
1979,race-5-bonus-languages,Half-Elf Bonus Languages,Bonus languages for Half-Elf,,true
1982,race-6-bonus-languages,Half-Orc Bonus Languages,Bonus languages for Half-Orc,,true
1985,race-7-bonus-languages,Halfling Bonus Languages,Bonus languages for Halfling,,true
1988,race-9-bonus-languages,Tiefling Bonus Languages,Bonus languages for Tiefling,,true
1991,race-12-bonus-languages,Catfolk Bonus Languages,Bonus languages for Catfolk,,true
1994,race-1-bonus-languages,Human Bonus Languages,Bonus languages for Human,,true
1997,race-2-bonus-languages,Dwarf Bonus Languages,Bonus languages for Dwarf,,true
2000,race-3-ability-adjustments,Elf Ability Adjustments,Ability score adjustments for Elf,,true
2003,race-4-ability-adjustments,Gnome Ability Adjustments,Ability score adjustments for Gnome,,true
2006,race-6-ability-adjustments,Half-Orc Ability Adjustments,Ability score adjustments for Half-Orc,,true
2009,race-7-ability-adjustments,Halfling Ability Adjustments,Ability score adjustments for Halfling,,true
2012,race-9-ability-adjustments,Tiefling Ability Adjustments,Ability score adjustments for Tiefling,,true
2015,race-12-ability-adjustments,Catfolk Ability Adjustments,Ability score adjustments for Catfolk,,true
2018,race-2-ability-adjustments,Dwarf Ability Adjustments,Ability score adjustments for Dwarf,,true
2021,companion-38-benefit,Companion 38 Benefit,Benefits granted by Companion 38,,true
2024,companion-41-benefit,Companion 41 Benefit,Benefits granted by Companion 41,,true
2027,companion-44-benefit,Companion 44 Benefit,Benefits granted by Companion 44,,true
2030,companion-47-benefit,Companion 47 Benefit,Benefits granted by Companion 47,,true
2033,companion-50-benefit,Companion 50 Benefit,Benefits granted by Companion 50,,true
2036,companion-53-benefit,Companion 53 Benefit,Benefits granted by Companion 53,,true
2039,companion-56-benefit,Companion 56 Benefit,Benefits granted by Companion 56,,true
2042,companion-59-benefit,Companion 59 Benefit,Benefits granted by Companion 59,,true
2045,companion-62-benefit,Companion 62 Benefit,Benefits granted by Companion 62,,true
2048,companion-65-benefit,Companion 65 Benefit,Benefits granted by Companion 65,,true
